ID,Y,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
NO2144,0,13,7,3,0,103,2321,90,458,111,1,0,42,104,617,1,0,694,0,737,544
NO2145,0,11,3,3,0,74,216,46,194,84,0,0,22,53,458,1,0,503,0,17,9
NO2146,0,13,16,4,1,34,117,47,116,42,0,0,34,31,234,1,0,248,0,16,16
NO2147,0,13,12,5,4,49,364,25,146,58,0,0,34,66,831,1,0,850,0,133,116
NO2148,0,36,9,7,0,132,582,118,382,148,1,0,27,32,196,1,43,197,0.0406,338,53
NO2149,0,7,2,2,0,29,50,48,48,35,1,0,23,36,487,0,0,518,0,355,355
NO2150,0,1,0,0,0,45,9606,71,382,46,0,0,24,53,334,2,0,361,0,430,97
NO2151,0,67,9,6,2,100,425,189,420,114,0,1,29,41,157,2,0,168,0,165,129
NO2152,0,21,5,2,0,55,178,114,126,75,1,0,21,33,690,1,16,703,0.0097,636,86
NO2153,0,2,0,0,0,10,16,16,16,13,0,0,49,33,645,0,0,479,0,103,64
NO2154,0,27,0,0,0,76,769,170,625,97,0,0,25,58,244,0,4,269,0.0109,737,737
NO2155,0,41,14,3,3,89,2974,50,404,105,0,1,38,32,1398,0,0,1458,0,1045,283
NO2156,0,14,6,3,0,48,110,101,101,58,3,0,25,36,439,0,0,477,0,18,18
NO2157,0,56,10,1,0,94,2526,147,858,124,1,0,24,51,324,1,38,244,0.0357,573,191
NO2158,0,28,18,1,0,52,2886,40,331,59,0,0,44,37,774,0,82,797,0.0339,270,135
NO2159,0,63,28,9,6,283,1807,199,1060,308,0,0,35,86,1262,0,0,127,0,518,236
NO2160,0,109,52,21,8,190,2207,397,1700,225,1,0,28,52,135,0,9,64,0.0284,167,167
NO2161,0,0,1,1,1,3,9,3,8,3,0,0,40,53,319,1,15,331,0.0272,906,323
NO2162,0,31,24,7,0,49,227,121,223,65,0,0,30,46,196,2,0,226,0,7,7
NO2163,0,45,39,6,1,113,2256,162,743,127,0,1,21,69,715,0,0,755,0,42,42
NO2164,0,47,8,5,2,189,2709,149,752,216,0,2,20,84,301,1,4,242,0.0097,766,340
NO2165,0,4,0,0,1,120,1721,89,568,123,15,0,27,45,503,0,0,543,0,1280,1280
NO2166,0,64,20,7,3,174,825,154,742,200,3,0,28,78,459,0,0,102,0,481,262
NO2167,0,117,11,5,4,283,4006,223,1330,315,1,0,36,114,463,2,0,347,0,796,183
NO2168,0,49,4,4,0,112,738,190,548,132,2,1,32,61,201,3,6,100,0.0191,1123,154
NO2169,0,3,0,0,0,4,7,6,6,6,0,0,36,24,512,0,0,590,0,80,77
NO2170,0,0,0,0,0,4,7,4,7,4,0,0,26,31,191,0,45,223,0.0628,103,56
NO2171,0,139,24,6,3,164,1980,120,544,186,1,0,29,52,186,0,0,170,0,81,9
NO2172,0,65,45,8,7,112,1232,170,598,123,0,0,24,51,262,0,0,292,0,589,160
NO2173,1,5,0,0,2,22,210,24,33,29,0,0,38,61,84,2,0,3,0,368,160
NO2174,0,71,23,14,3,119,4050,52,330,166,0,1,23,93,342,2,0,354,0,412,278
NO2175,0,52,0,0,0,171,4961,125,1603,213,0,0,23,59,960,0,4,811,0.0029,1043,466
NO2176,0,3,3,3,0,51,279,91,252,54,0,0,26,34,443,0,0,299,0,44,44
NO2177,1,3,1,1,0,34,151,78,129,37,0,0,21,26,623,0,0,626,0,3,3
NO2178,0,31,10,6,0,150,828,60,595,169,0,0,34,66,497,1,0,517,0,3334,3334
NO2179,0,1,0,0,0,83,1835,146,1007,83,0,0,37,121,975,6,0,1018,0,513,511
NO2180,1,1,1,1,0,7,24,10,15,8,0,1,37,24,487,0,78,338,0.0304,21,21
NO2181,0,1,1,1,0,9,13,3,12,11,0,0,29,56,212,1,0,239,0,644,644
NO2182,0,1,0,0,0,4,10,3,10,5,0,0,37,32,92,1,50,80,0.1579,86,86
NO2183,0,0,0,0,0,2,42,41,41,2,0,0,37,27,537,9,0,58,0,233,199
NO2184,0,106,3,2,6,137,853,304,670,193,2,0,30,73,900,3,0,52,0,226,226
NO2185,0,7,10,1,0,60,1516,21,216,60,0,1,50,72,574,0,0,609,0,45,45
NO2186,0,42,4,2,1,133,522,94,407,151,1,0,38,59,310,1,57,151,0.0605,654,630
NO2187,0,13,3,3,2,42,417,24,199,47,0,0,39,36,218,1,0,231,0,212,38
NO2188,0,31,3,3,3,58,484,90,423,67,18,0,20,60,241,1,0,253,0,133,133
NO2189,0,0,0,0,0,14,26,19,19,14,0,0,29,32,1525,0,91,221,0.0243,64,39
NO2190,0,32,2,0,2,92,7203,247,1659,94,0,0,24,18,332,2,18,353,0.034,279,112
NO2191,0,29,3,2,0,128,611,97,588,136,0,0,22,52,56,3,0,55,0,,
NO2192,0,7,2,2,2,59,467,61,163,67,0,1,20,48,224,0,0,27,0,351,249
NO2193,0,54,37,8,2,123,658,353,525,142,2,0,29,49,298,0,0,281,0,59,59
NO2194,0,33,2,1,2,64,150,74,141,96,0,0,28,40,919,0,0,906,0,75,47
NO2195,0,12,4,4,1,67,208,193,202,75,0,0,30,49,344,0,0,396,0,,
NO2196,0,13,2,2,0,119,580,87,473,124,0,0,30,56,757,0,0,760,0,1004,262
NO2197,0,48,25,9,1,156,1549,199,779,177,4,0,27,81,533,3,0,503,0,301,299
NO2198,0,72,8,4,14,83,356,355,355,107,1,0,21,124,552,1,0,583,0,371,244
NO2199,0,9,0,0,0,6,22,12,21,6,0,0,45,85,123,0,0,125,0,35,35
NO2200,0,163,9,7,2,213,561,108,555,296,0,0,37,98,503,0,0,551,0,143,143
NO2201,0,0,0,0,0,2,2,2,2,2,0,1,24,21,84,0,27,84,0.0952,207,4
NO2202,0,76,13,5,1,187,4700,84,612,208,2,0,36,42,461,1,52,86,0.0225,589,147
NO2203,0,32,12,3,0,120,974,142,745,134,2,0,20,36,508,2,0,539,0,218,63
NO2204,0,113,37,9,6,186,4320,187,901,210,13,0,28,63,972,5,0,727,0,1796,467
NO2205,0,22,6,3,1,99,848,135,580,105,0,0,27,36,257,0,0,87,0,51,51
NO2206,0,146,5,3,0,212,1380,97,540,311,1,0,34,34,422,2,1,446,0.0022,177,164
NO2207,0,4,1,1,0,57,1073,141,221,59,0,0,21,18,262,0,18,283,0.0212,245,7
NO2208,0,45,2,1,0,128,2334,99,706,147,0,0,24,17,462,1,8,384,0.0104,36,36
NO2209,0,25,18,3,3,115,1911,65,358,131,0,0,26,67,230,1,0,213,0,110,42
NO2210,0,4,1,1,0,45,443,30,233,45,0,0,29,60,261,0,0,19,0,106,96
NO2211,0,5,1,1,1,13,114,26,61,16,0,0,31,59,260,3,0,268,0,38,27
NO2212,0,121,14,5,7,77,460,205,460,100,0,0,43,57,237,1,733,264,0.0145,80,27
NO2213,0,31,4,4,0,47,119,112,115,61,0,0,34,27,233,1,23,265,0.0188,71,71
NO2214,0,87,1,1,1,213,1684,82,512,271,3,0,39,39,1204,0,24,1297,0.01,696,138
NO2215,0,9,0,0,0,69,1154,42,286,72,0,1,30,76,435,0,0,271,0,1469,567
NO2216,0,31,6,5,3,85,173,97,157,115,0,0,27,85,321,2,0,353,0,77,73
NO2217,0,0,0,0,0,8,21,5,9,9,0,0,52,34,415,0,0,420,0,5,5
NO2218,0,8,8,2,2,38,922,53,126,41,0,0,21,38,443,2,12,418,0.013,38,15
NO2219,0,156,111,13,7,166,4066,200,864,206,0,0,36,63,352,0,0,375,0,1381,327
NO2220,0,2,2,2,0,18,120,23,65,23,1,1,31,37,102,2,18,76,0.0642,304,304
NO2221,0,50,11,6,2,133,2077,147,632,148,0,1,21,43,415,2,0,442,0,1147,636
NO2222,0,4,0,0,2,13,47,21,34,17,0,1,43,66,229,0,2,247,0.008,341,341
NO2223,0,5,1,1,0,31,116,33,90,35,0,0,28,41,295,1,0,62,0,330,53
NO2224,0,1,0,0,0,27,64,15,57,27,0,0,33,53,255,1,0,175,0,594,307
NO2225,0,12,4,4,0,31,113,110,112,39,3,1,32,45,160,0,0,123,0,55,55
NO2226,0,14,8,5,0,39,183,55,99,50,3,0,32,77,372,1,0,143,0,1621,626
NO2227,0,75,6,3,1,114,2708,113,607,155,0,1,21,51,669,2,42,408,0.026,5199,2021
NO2228,0,98,8,7,2,67,4281,212,1524,79,0,0,29,29,314,0,22,330,0.0173,239,235
NO2229,0,4,0,0,0,8,21,20,21,13,0,1,44,70,370,1,0,390,0,87,87
NO2230,0,32,9,8,0,236,989,96,755,271,1,0,28,32,711,0,0,722,0,296,296
NO2231,0,17,74,4,1,142,3347,85,807,148,0,0,39,61,2739,0,0,2799,0,1,0
NO2232,0,8,0,0,0,32,66,15,41,40,0,0,28,25,135,0,21,136,0.029,150,102
NO2233,0,122,15,4,12,116,5203,141,819,155,1,0,32,71,942,0,0,945,0,1406,458
NO2234,0,28,4,3,0,124,620,34,462,133,0,0,22,50,150,1,0,155,0,242,242
NO2235,1,132,21,10,2,181,2399,133,647,242,0,0,33,90,178,1,39,233,0.0622,592,203
NO2236,0,11,3,2,2,86,432,50,386,95,0,0,21,40,404,0,0,416,0,164,164
NO2237,0,175,31,13,2,151,1466,281,1224,195,10,3,30,119,244,2,0,203,0,758,258
NO2238,0,50,4,3,4,192,532,147,514,218,0,0,45,40,356,0,0,127,0,18,18
NO2239,0,4,0,0,0,14,22,22,22,16,0,2,32,65,123,0,18,56,0.0758,39,39
NO2240,0,57,6,5,1,63,194,185,192,100,1,0,45,39,490,0,2,501,0.002,5,5
NO2241,0,233,20,7,5,118,1514,236,1393,134,19,0,27,49,286,0,6,59,0.0101,199,152
NO2242,0,23,10,6,0,82,451,190,325,96,3,0,24,37,174,1,0,185,0,64,64
NO2243,0,122,33,5,3,197,3162,122,716,273,0,0,31,59,257,0,0,224,0,730,251
NO2244,0,1,1,1,0,3,6,6,6,5,0,0,21,67,348,0,0,358,0,22,22
NO2245,1,311,35,30,41,398,4102,887,2927,501,2,0,23,170,172,1,0,183,0,1429,1429
NO2246,0,1,0,0,0,8,12,11,12,9,0,0,29,36,342,1,0,302,0,87,87
NO2247,0,5,3,1,0,9,28,28,28,10,0,2,26,62,199,0,0,145,0,262,192
NO2248,0,15,5,3,0,47,112,98,111,54,4,0,31,30,235,0,14,63,0.0336,53,53
NO2249,0,115,15,4,0,147,1374,60,571,219,1,1,21,48,513,1,2,377,0.0035,524,193
NO2250,0,164,24,11,4,278,1860,305,1512,312,1,0,21,62,561,0,12,101,0.01,54,50
NO2251,0,121,40,21,6,403,1891,187,1701,459,0,0,21,157,381,1,0,393,0,275,275
NO2252,0,63,0,0,1,76,720,107,379,109,0,0,32,38,84,0,0,111,0,731,255
NO2253,0,9,0,0,1,40,113,54,97,50,1,1,27,44,795,0,0,850,0,83,83
NO2254,0,182,14,8,5,139,3628,130,744,191,2,0,48,118,457,0,0,461,0,3228,708
NO2255,0,12,0,0,1,26,433,33,61,31,0,1,37,67,493,0,0,281,0,100,100
NO2256,0,7,2,2,0,17,29,29,29,24,0,0,39,59,202,0,0,216,0,189,189
NO2257,0,0,0,0,0,1,1,1,1,1,0,0,21,23,143,0,0,187,0,67,67
NO2258,0,76,18,7,0,104,2184,92,567,126,0,0,28,29,231,2,26,232,0.0431,1268,543
NO2259,0,1,0,0,0,16,137,17,102,16,0,3,22,88,342,1,12,294,0.017,82,70
NO2260,0,40,10,1,0,92,2140,287,1143,94,0,0,25,47,612,1,34,651,0.02,427,427
NO2261,0,5,2,2,1,73,374,101,221,75,0,0,23,55,931,0,0,957,0,504,504
NO2262,0,79,8,2,0,157,3500,90,556,173,2,1,31,206,1036,0,0,379,0,134,114
NO2263,0,41,5,3,2,212,2051,231,1120,235,0,0,21,47,1041,1,15,1076,0.0084,333,333
NO2264,1,0,0,0,0,4,6,5,5,4,0,0,26,85,363,0,33,341,0.0267,342,119
NO2265,0,62,17,4,2,81,1477,74,385,104,3,0,23,137,278,0,0,242,0,935,179
NO2266,0,135,26,16,7,175,3368,244,1054,198,0,0,30,45,1423,1,0,1475,0,419,308
NO2267,0,37,21,7,5,83,571,41,168,115,0,0,32,78,177,0,0,122,0,1865,299
NO2268,0,8,9,3,0,39,147,45,147,43,0,0,28,43,111,0,0,131,0,176,176
NO2269,0,21,5,4,0,115,435,91,375,131,0,0,32,61,94,1,0,99,0,45,45
NO2270,0,0,0,0,0,5,9,7,7,5,0,0,21,76,265,2,0,45,0,12,12
NO2271,0,58,0,0,0,130,1658,121,653,163,1,0,32,16,900,0,15,449,0.0088,303,248
NO2272,0,14,4,3,2,45,104,63,100,54,0,0,36,58,807,2,0,457,0,40,33
NO2273,0,81,11,4,1,77,881,105,335,101,7,0,23,52,540,0,10,587,0.0051,1271,21
NO2274,0,45,15,4,2,63,2787,120,591,76,0,0,28,91,623,1,8,682,0.0088,1710,290
NO2275,0,2,0,0,1,15,139,14,22,18,0,0,34,61,440,0,0,431,0,102,10
NO2276,0,3,2,2,1,17,122,36,91,18,2,0,39,24,351,3,9,23,0.015,69,69
NO2277,0,3,0,0,1,44,952,46,142,47,0,0,34,58,225,0,0,227,0,334,50
NO2278,0,5,0,0,0,37,500,37,94,39,0,0,25,77,263,0,0,265,0,900,351
NO2279,0,77,58,21,5,124,1201,120,690,155,0,0,31,57,1345,0,9,1244,0.0056,1373,424
NO2280,0,144,33,11,8,205,6482,291,1345,260,0,1,34,129,634,0,0,650,0,4413,587
NO2281,0,79,8,5,0,132,1489,71,427,169,1,0,23,28,95,0,1,97,0.0088,534,134
NO2282,0,28,17,5,0,105,4167,137,1065,108,0,1,28,116,1429,0,0,1458,0,560,343
NO2283,1,76,13,8,0,132,688,173,662,167,2,0,24,35,258,1,0,276,0,803,803
NO2284,0,32,1,1,0,206,977,107,594,221,8,0,46,68,659,3,0,675,0,216,216
NO2285,0,0,0,0,0,9,14,9,13,10,0,0,27,63,1650,0,0,51,0,1285,468
NO2286,0,16,2,1,0,45,175,110,131,57,2,0,21,32,252,0,0,107,0,59,59
NO2287,0,13,3,3,6,27,66,62,62,39,0,0,31,90,356,1,0,368,0,548,548
NO2288,0,35,20,5,1,115,739,63,262,131,1,0,45,82,1377,1,0,1425,0,1300,246
NO2289,0,6,0,0,0,17,92,57,57,23,0,0,21,28,494,0,85,524,0.0553,18,18
NO2290,0,2,0,0,0,126,1154,11,110,130,0,0,37,19,2087,0,9,1197,0.0028,1890,240
NO2291,0,65,12,3,2,127,3906,77,607,150,1,0,21,16,289,1,101,222,0.0541,418,172
NO2292,0,12,14,5,1,135,2845,68,581,146,0,0,26,58,1217,0,0,1102,0,321,321
NO2293,0,4,10,4,0,23,59,36,53,30,0,0,31,23,1081,1,0,1112,0,75,75
NO2294,0,102,23,2,9,172,4507,136,972,203,0,2,35,143,869,0,6,621,0.0011,993,64
NO2295,1,1,1,0,0,15,71,6,19,16,0,2,36,31,424,1,77,388,0.0454,377,197
NO2296,0,18,6,4,0,102,218,31,214,113,0,1,31,33,155,0,0,181,0,38,38
NO2297,0,54,18,7,2,117,676,70,473,148,0,0,32,38,106,0,0,106,0,38,38
NO2298,0,40,13,2,1,118,2097,100,441,125,0,0,33,59,255,0,2,257,0.0066,859,274
NO2299,0,2,0,0,0,108,1994,68,420,108,0,0,28,31,805,0,8,820,0.0085,,
NO2300,0,109,37,11,1,155,4250,253,476,221,2,1,49,93,378,0,0,384,0,5,5
NO2301,0,5,4,3,0,51,457,88,351,54,9,0,25,44,253,0,0,260,0,102,102
NO2302,0,2,0,0,0,8,263,46,58,9,0,0,21,64,460,2,0,302,0,853,135
NO2303,0,65,5,3,0,213,3260,63,916,255,5,0,31,48,2193,2,0,1972,0,891,174
NO2304,0,90,23,13,2,133,1322,102,623,153,0,0,38,42,1630,5,7,1681,0.0018,244,139
NO2305,0,14,0,0,0,54,294,107,266,58,0,1,21,64,263,0,13,139,0.0174,501,501
NO2306,0,0,0,0,0,10,17,8,16,10,0,1,33,16,472,1,23,488,0.0143,20,20
NO2307,0,2,0,0,0,33,345,14,42,35,0,0,25,44,456,0,23,244,0.0243,84,42
NO2308,0,25,11,4,1,124,3513,91,562,133,0,0,32,73,490,0,0,343,0,774,358
NO2309,0,115,11,3,0,242,1845,188,774,319,2,0,26,45,226,1,0,244,0,497,61
NO2310,0,12,2,1,0,34,532,70,76,41,0,0,35,46,213,0,0,241,0,43,43
NO2311,0,20,36,7,1,86,739,86,421,98,0,0,30,82,221,4,7,55,0.0131,200,112
NO2312,0,15,20,8,1,91,1283,102,395,97,1,0,24,32,255,0,22,69,0.0095,567,73
NO2313,0,133,27,6,2,147,3101,117,659,223,1,0,38,62,708,0,0,739,0,1073,440
NO2314,0,36,1,1,0,126,851,120,535,148,0,0,31,28,118,1,0,121,0,4,4
NO2315,0,0,0,0,0,21,32,32,32,21,0,0,29,14,79,0,25,105,0.0667,9,9
NO2316,0,5,0,0,0,45,282,42,72,51,0,1,24,47,889,1,0,893,0,171,159
NO2317,0,134,44,23,4,198,557,392,549,279,0,0,24,64,960,2,0,1007,0,186,186
NO2318,0,149,81,21,4,173,4245,220,1278,228,9,1,28,107,386,1,0,405,0,481,139
NO2319,0,2,1,1,1,13,22,13,20,18,0,0,25,35,268,0,0,309,0,212,212
NO2320,0,3,0,0,0,27,144,142,142,29,1,0,24,78,749,2,17,789,0.005,289,232
NO2321,0,82,2,2,2,95,1037,170,466,124,0,0,45,139,1607,2,0,1706,0,67,35
NO2322,0,11,2,2,0,36,900,52,349,40,0,0,35,36,424,1,17,229,0.0186,70,8
NO2323,0,86,7,5,8,124,1033,362,630,157,2,1,34,164,287,0,130,291,0.0235,1114,445
NO2324,0,39,56,7,0,173,1049,66,700,188,0,,31,,,,,,,,
NO2325,0,45,21,8,0,71,956,50,467,84,0,0,37,22,263,1,4,65,0.0108,43,19
NO2326,0,10,3,3,0,14,38,31,34,25,2,1,35,47,1214,0,109,275,0.0287,11,1
NO2327,0,5,1,1,2,24,92,50,70,27,1,1,26,59,190,3,2,225,0.0088,594,296
NO2328,0,9,1,1,0,14,89,15,35,17,0,0,36,37,158,2,0,182,0,164,87
NO2329,0,20,4,3,1,82,671,134,482,91,0,0,40,35,192,3,60,201,0.0829,792,373
NO2330,0,51,32,7,0,233,12579,191,1266,257,0,0,21,130,1023,0,0,1105,0,835,421
NO2331,0,3,0,0,0,6,10,4,8,8,0,0,55,24,426,0,34,195,0.0252,41,34
NO2332,0,108,58,12,3,247,7488,346,1335,282,5,1,31,171,1562,2,0,1230,0,3362,559
NO2333,0,21,16,3,1,125,7396,167,3067,137,1,0,26,101,1061,2,9,476,0.0083,26,26
NO2334,0,29,9,8,2,46,247,121,126,62,0,1,25,80,457,0,0,475,0,678,627
NO2335,1,26,8,3,1,202,941,86,676,222,0,0,34,48,388,0,0,235,0,110,110
NO2336,0,7,3,1,0,51,642,263,520,52,0,0,29,52,468,1,0,488,0,555,553
NO2337,0,2,1,1,1,9,26,19,23,11,0,0,31,17,380,3,4,28,0.0071,3,3
NO2338,0,22,9,5,2,37,169,23,90,57,0,0,26,24,815,0,23,826,0.0121,535,206
NO2339,0,8,16,3,0,127,1737,79,538,136,0,2,20,115,399,1,0,412,0,2619,2023
NO2340,0,4,0,0,0,15,40,9,21,17,0,0,35,75,343,1,0,29,0,518,136
NO2341,0,18,4,2,1,61,396,31,112,70,0,0,33,74,447,0,0,168,0,526,286
NO2342,0,66,22,7,0,195,1332,125,655,244,0,1,34,83,757,1,0,777,0,927,864
NO2343,0,19,0,0,0,171,816,82,681,181,0,0,21,56,1469,1,0,1492,0,93,93
NO2344,0,81,11,8,10,78,338,256,336,126,1,0,44,98,470,1,14,408,0.0101,51,51
NO2345,0,106,11,8,11,190,5238,280,1763,264,9,1,22,107,842,0,0,379,0,610,282
NO2346,0,120,22,5,6,169,3286,89,719,207,6,0,34,64,310,2,0,246,0,3748,723
NO2347,0,3,2,2,0,52,253,50,112,57,0,0,28,31,728,6,0,711,0,768,310
NO2348,0,32,1,1,1,90,253,101,219,102,3,0,26,25,587,1,0,566,0,502,289
NO2349,0,0,0,0,0,12,43,13,19,12,0,0,32,59,410,2,0,313,0,1442,141
NO2350,0,15,2,1,0,77,3173,113,678,85,0,0,31,69,197,3,0,201,0,267,26
NO2351,0,20,10,5,0,92,1498,74,528,102,0,0,22,71,380,0,28,175,0.0354,844,171
NO2352,0,214,49,7,10,321,6705,227,1881,426,15,0,39,50,999,2,25,1065,0.0075,602,274
NO2353,0,9,1,1,0,58,944,24,234,59,0,0,28,18,184,1,0,22,0,2827,71
NO2354,0,9,0,0,1,22,339,49,58,32,0,0,30,126,666,0,13,706,0.0085,953,326
NO2355,0,14,107,1,1,64,2379,46,546,66,0,1,39,30,446,2,6,464,0.0086,478,455
NO2356,0,68,8,1,0,46,635,82,342,48,0,0,23,39,160,2,67,91,0.0476,821,820
NO2357,0,11,0,0,3,54,1777,83,493,65,0,0,23,68,269,1,0,40,0,123,123
NO2358,0,15,0,0,1,30,71,63,70,41,0,0,21,93,1031,0,0,556,0,569,292
NO2359,0,56,19,7,2,95,1387,59,578,117,0,0,26,22,406,3,0,423,0,222,162
NO2360,0,5,0,0,0,13,33,18,25,20,0,0,28,46,250,1,0,269,0,,
NO2361,0,11,5,1,0,105,1325,112,922,106,0,0,22,47,391,3,0,408,0,782,782
NO2362,0,56,5,4,10,68,259,195,259,91,1,0,35,49,745,2,22,768,0.0104,1055,196
NO2363,1,256,78,28,19,283,3199,511,1760,337,2,1,41,131,1267,2,0,981,0,470,146
NO2364,0,4,1,1,1,36,195,17,51,41,0,0,28,48,839,3,74,763,0.0243,362,124
NO2365,0,19,2,1,0,102,507,52,460,112,0,0,21,101,933,0,0,1010,0,570,214
NO2366,0,21,18,13,0,70,196,164,189,94,1,0,22,30,238,0,12,254,0.0276,3,3
NO2367,0,171,31,17,10,95,740,176,734,118,1,0,21,50,224,1,24,97,0.0386,152,50
NO2368,1,403,102,29,12,413,5634,270,2322,533,1,0,32,105,1152,0,0,1243,0,952,469
NO2369,0,26,3,2,2,51,250,46,105,75,0,0,29,63,319,0,2,243,0.006,519,166
NO2370,0,10,1,1,1,47,451,49,227,54,0,0,30,81,2039,4,0,2130,0,1111,826
NO2371,0,122,4,3,5,120,668,118,618,151,5,1,29,39,309,0,12,20,0.0203,173,11
NO2372,0,222,22,11,2,286,5706,153,1248,342,1,1,21,152,578,0,0,448,0,1209,665
NO2373,0,17,10,5,0,159,4410,73,621,163,19,0,33,23,544,0,15,339,0.0169,837,187
NO2374,0,0,0,0,0,3,17,3,4,3,0,0,39,63,178,1,21,121,0.0328,187,187
NO2375,0,2,0,0,1,15,25,22,24,18,0,0,29,36,346,3,37,412,0.0291,81,75
NO2376,0,1,1,1,0,9,59,7,51,10,0,0,44,22,1087,0,58,526,0.0195,124,124
NO2377,0,80,4,2,1,113,537,219,458,157,0,0,21,38,474,1,18,230,0.0113,1346,359
NO2378,0,3,0,0,0,56,862,52,267,56,16,0,23,43,193,2,0,18,0,675,179
NO2379,0,2,7,3,0,91,436,23,374,99,0,0,27,55,533,0,0,266,0,407,407
NO2380,0,7,4,2,0,17,96,26,78,19,0,0,25,47,867,2,0,587,0,220,220
NO2381,0,12,6,5,0,89,1514,119,485,102,0,0,33,72,797,0,11,160,0.0062,551,201
NO2382,0,39,10,3,1,97,1449,76,437,108,0,1,33,49,216,2,0,80,0,564,465
NO2383,1,416,73,25,12,498,6748,669,3057,600,88,1,42,129,234,0,0,265,0,79,30
NO2384,1,0,0,0,1,7,12,12,12,9,1,0,26,31,322,2,14,47,0.0221,54,28
NO2385,0,27,6,2,0,82,914,40,178,98,1,0,32,34,253,0,16,214,0.033,463,80
NO2386,0,190,28,21,22,236,1154,313,908,315,1,0,27,95,1546,1,15,1647,0.003,176,93
NO2387,0,66,3,2,5,148,868,122,424,173,0,0,42,65,564,4,15,9,0.0133,57,45
NO2388,0,0,0,0,0,6,8,8,8,6,0,0,26,18,144,2,0,26,0,645,603
NO2389,0,82,11,4,2,126,1880,58,335,186,0,0,30,21,293,0,16,175,0.0181,501,84
NO2390,0,204,49,21,10,221,2812,192,978,301,0,0,22,38,211,0,0,188,0,478,236
NO2391,0,12,4,1,0,100,523,50,426,102,0,0,21,31,187,1,1,192,0.0047,1343,555
NO2392,0,39,0,0,1,60,283,51,274,73,0,0,30,41,1136,2,0,663,0,114,114
NO2393,0,41,11,5,2,89,349,44,201,109,0,0,29,50,518,0,0,94,0,637,637
NO2394,0,24,3,2,3,85,351,43,206,98,0,0,39,37,206,1,11,212,0.0224,122,122
NO2395,0,3,1,1,0,100,1497,198,1045,104,1,1,23,25,317,1,0,318,0,126,126
NO2396,0,0,0,0,0,1,6,2,2,1,0,0,22,48,313,4,0,162,0,449,113
NO2397,0,104,22,15,11,220,1598,311,1414,256,0,0,28,83,456,0,0,483,0,124,124
NO2398,0,13,0,0,0,32,302,9,107,35,0,0,41,22,1206,1,6,1249,0.0039,,
NO2399,0,4,0,0,0,5,19,19,19,8,0,1,31,43,1188,0,33,449,0.0103,245,47
NO2400,0,22,6,1,3,96,2163,63,502,106,0,1,37,23,636,1,29,38,0.0157,341,47
NO2401,0,98,3,2,0,126,3280,95,901,178,1,0,22,50,269,2,6,108,0.0036,714,197
NO2402,0,46,17,10,3,134,2142,261,865,150,1,0,22,56,384,1,0,141,0,279,31
NO2403,0,34,7,0,3,47,1631,35,153,59,0,0,32,47,275,1,10,70,0.0127,4916,1056
NO2404,0,2,0,0,0,6,88,12,27,7,0,0,29,32,169,0,0,196,0,272,226
NO2405,0,17,6,5,0,128,339,100,246,146,1,0,21,41,435,1,0,215,0,7,7
NO2406,0,21,6,3,0,59,1514,99,486,63,0,0,24,36,277,0,0,143,0,1248,644
NO2407,0,101,17,9,0,124,1508,179,1229,133,0,0,30,32,283,1,81,344,0.0609,,
NO2408,0,22,4,2,2,71,465,86,421,86,0,0,21,49,299,1,0,246,0,28,28
NO2409,0,13,8,4,1,61,178,48,171,74,0,1,21,61,340,0,25,161,0.0284,1098,179
NO2410,0,17,25,7,2,94,2033,61,366,102,0,0,25,34,617,1,22,421,0.0123,2398,109
NO2411,0,54,4,3,3,174,3322,72,994,192,3,1,20,42,201,0,26,178,0.0333,2916,592
NO2412,0,90,13,6,2,150,835,182,807,190,0,2,22,60,419,2,52,16,0.0317,624,36
NO2413,0,8,3,2,0,43,98,34,97,46,1,0,33,13,176,2,0,193,0,23,18
NO2414,0,64,82,7,1,119,1653,86,459,140,0,1,37,44,327,0,0,9,0,235,78
NO2415,0,34,16,5,6,109,922,69,540,122,6,0,43,43,345,1,12,365,0.0212,42,42
NO2416,0,61,2,2,8,168,1715,185,1708,194,0,1,28,70,347,1,4,316,0.0084,121,91
NO2417,0,65,18,6,0,67,329,138,329,85,0,0,20,36,361,2,11,371,0.016,219,219
NO2418,1,57,6,5,0,111,280,57,267,143,0,0,34,50,171,1,3,182,0.0163,212,100
NO2419,0,0,0,0,0,41,621,10,176,41,0,0,27,107,524,3,0,559,0,809,277
NO2420,0,5,2,2,2,61,300,115,287,67,0,0,27,33,410,10,0,429,0,61,61
NO2421,0,15,16,4,0,97,2640,43,577,107,0,0,43,45,632,0,0,443,0,908,283
NO2422,0,6,0,0,0,11,78,7,17,17,0,0,28,33,344,2,44,351,0.037,450,347
NO2423,1,0,1,1,0,40,261,120,187,40,0,0,29,34,174,2,9,205,0.0243,48,48
NO2424,0,2,0,0,0,33,736,47,406,33,0,0,21,27,86,1,0,62,0,52,51
NO2425,0,7,9,4,0,244,5984,97,858,252,0,0,21,51,182,10,0,218,0,280,114
NO2426,0,2,0,0,0,28,479,7,261,30,0,0,29,101,1366,0,0,1404,0,2689,419
NO2427,0,7,13,2,0,104,4233,57,662,109,0,0,43,87,1379,1,0,205,0,135,135
